deal_id,sdc_deal_id,deal_name,acquirer,target,agreement_date,attribute,machine_value,evidence_basis,evidence_status,document_id,document_type,source_url,source_locator,excerpt_kind,evidence_excerpt,limitation,salvage_reference
pilot_002_clarivate_proquest,3741094020,Clarivate–ProQuest,Clarivate PLC,ProQuest Holdings LLC,2021-05-15,workforce_movement,group_continuing_employees,direct_passage,direct,doc_clarivate_proquest_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1764046/000110465921097178/tm21234682d1_ex2-1.htm,Section 8.01(a); verbatim as refiled in the 2021-07 Exhibit 2.1 copy (accession 000110465921097178) of the same Transaction Agreement,verbatim,"The Cornell Parties shall, or shall cause one of their Affiliates (including, following the Closing, the Acquired Company Entities) to, provide each individual who was employed by an Acquired Company Entity immediately prior to the Closing, to the extent such individual continues to be employed by an Acquired Company Entity following the Closing (such employees, the “ Continuing Employees ”), with (i) for a period of not less than 12 months following the Closing Date, a base salary or hourly wage rate that is no less than the base salary or hourly wage rate, respectively, that was provided to each such Continuing Employee immediately prior to the Closing Date, (ii) for a period beginning on the Closing Date and ending on the last day of the calendar year in which the Closing occurs December 31, 2021 , a target annual cash incentive compensation opportunity that is no less favorable than the target annual cash incentive compensation opportunity that was provided to each such Continuing Employee immediately prior to the Closing Date, (iii) for any termination of employment occurring within 12 months following the Closing Date, severance payments and benefits pursuant to either (x) the severance plan, program, policy or practice of the Cornell Parties that applies to similarly situated employees of the Cornell Parties, or (y) the policy set forth on","The provision excludes several long-term, equity, retention, and stay arrangements from the comparable-benefits standard.",evidence_passages.csv ev_003; verbatim text from cycle-4 audit packet row 1 (Sreyas sheet 'TAG Internship 8.28 Meeting Data')
pilot_002_clarivate_proquest,3741094020,Clarivate–ProQuest,Clarivate PLC,ProQuest Holdings LLC,2021-05-15,talent_motive_explicit,unknown,unknown,unknown,doc_clarivate_proquest_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1764046/000110465921067259/tm2116608d1_ex2-1.htm,Section 8.01(a),paraphrase,No reviewed passage states a talent motive.,No reviewed passage states that acquiring people or a team was a transaction motive; absence of such a statement is not evidence that it was absent.,evidence_passages.csv
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,legal_transaction_form,statutory_merger,direct_passage,direct,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,Agreement and Plan of Merger; Section 3.06(c),paraphrase,Agreement and Plan of Merger (agreement title as filed).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,Agreement and Plan of Merger,paraphrase,Statutory merger of the target entity.,Merger sub structure and surviving entity are not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,Agreement and Plan of Merger,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,business_product_continuity,unknown,unknown,unknown,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,Section 3.06(c),paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns award conversion mechanics only.,pilot_deals.csv integration_signal
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,workforce_movement,group_continuing_employees,direct_passage,direct,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,"Section 7.17(b): welfare-plan transition for Continuing Employees (the salvage record separately paraphrases Section 3.06(c) continued-service vesting, not quoted here)",verbatim,"From and after the Closing Date, with respect to each Parent Benefit Plan that is an “employee welfare benefit plan” (as defined in Section 3(1) of ERISA) in which any Continuing Employee is or becomes eligible to participate, Parent shall use reasonable efforts to cause each such Parent Benefit Plan to (i) waive all limitations as to pre-existing conditions, waiting periods, required physical examinations and exclusions with respect to participation and coverage requirements applicable under such Parent Benefit Plan for such Continuing Employees and their eligible dependents to the same extent that such pre-existing conditions, waiting periods, required physical examinations and exclusions would not have applied or would have been waived under the corresponding Company Employee Plan in which such Continuing Employee was a participant immediately prior to such Continuing Employee’s commencement of participation in such Parent Benefit Plan but, with respect to long-term disability and life insurance benefits and coverage, solely to the extent permitted under the terms and conditions of Parent’s applicable insurance Contracts in effect as of the Closing Date; provided , however , that for purposes of clarity, to the extent such benefit coverage includes eligibility conditions based on periods of employment, Section 7.17(a) shall control; and (ii) provide each Continuing Employee and his or her eligible dependents with credit for any co-payments",The award condition is not an observed retention rate.,evidence_passages.csv ev_004; verbatim text from cycle-4 audit packet row 93 (Sreyas sheet 'TAG Internship 8.28 Meeting Data')
pilot_003_oracle_cerner,3847595020,Oracle–Cerner,Oracle Corporation,Cerner Corporation,2021-12-20,talent_motive_explicit,unknown,unknown,unknown,doc_oracle_cerner_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/d235675dex21.htm,Section 3.06(c),paraphrase,No reviewed passage states a talent motive.,No reviewed passage states that acquiring people or a team was a transaction motive; absence of such a statement is not evidence that it was absent.,evidence_passages.csv
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,legal_transaction_form,statutory_merger,direct_passage,direct,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,Official transaction announcement (Exhibit 99.1),paraphrase,Microsoft announced an agreement to acquire Nuance; the salvage record codes the form as a statutory merger.,The Exhibit 99.1 press release announces the deal; the merger agreement itself is a separate exhibit not re-verified in this package.,pilot_deals.csv legal_form; documents.csv
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,Exhibit 99.1,paraphrase,Acquisition of the Nuance entity.,Consideration mechanics are not restated in the reviewed passage.,pilot_deals.csv
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,Exhibit 99.1,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,business_product_continuity,continues_as_unit_within_buyer_segment,direct_passage,direct,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,"Exhibit 99.1, opening transaction announcement",paraphrase,Mark Benjamin was announced to remain CEO of Nuance and report to Microsoft Cloud and AI leadership; Nuance financials were expected to be reported within Intelligent Cloud.,An announcement of intended structure at signing is not an observation of later organisational reality.,pilot_deals.csv integration_signal; evidence_passages.csv ev_005
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,workforce_movement,named_executive_continuity,direct_passage,direct,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,Exhibit 99.1,paraphrase,Microsoft's official transaction announcement stated that Mark Benjamin would remain CEO of Nuance and report to Microsoft Cloud and AI leadership.,One named executive signal cannot establish broader workforce retention.,evidence_passages.csv ev_005; key_people.csv person_003
pilot_004_microsoft_nuance,2647141020,Microsoft–Nuance,Microsoft Corporation,"Nuance Communications, Inc.",2021-04-12,talent_motive_explicit,unknown,unknown,unknown,doc_microsoft_nuance_ex991_corrected,SEC Exhibit 99.1,https://www.sec.gov/Archives/edgar/data/789019/000119312521112687/d171120dex991.htm,Exhibit 99.1,paraphrase,The announcement frames the deal around healthcare cloud strategy; the reviewed passage does not state a talent motive.,No reviewed passage states that acquiring people or a team was a transaction motive; absence of such a statement is not evidence that it was absent.,documents.csv document_title
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,legal_transaction_form,statutory_merger,direct_passage,direct,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Agreement and Plan of Merger; recitals; Section 8.02(f),paraphrase,Agreement and Plan of Merger (agreement title as filed).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Agreement and Plan of Merger,paraphrase,Statutory merger of the target entity.,Merger mechanics are not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Agreement and Plan of Merger,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,business_product_continuity,unknown,unknown,unknown,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Recitals,paraphrase,No reviewed passage addresses product continuity.,"The salvage integration signal concerns founder/key-employee documents, not product continuity.",pilot_deals.csv integration_signal
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,workforce_movement,named_founders_and_key_employees,direct_passage,direct,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Recitals; Section 8.02(f),paraphrase,"The agreement identified founders and key employees who entered offer letters, noncompetition agreements, and, for founders, vesting agreements effective at closing. As a closing condition, founders and key employees had to remain employed immediately before closing and not express an intent to repudiate their offer letters or leave immediately after closing.","Names and full compensation terms were not all disclosed in the reviewed passage; the closing condition is a timing condition, not a 12/24/36-month outcome observation.","evidence_passages.csv ev_006, ev_007"
pilot_005_okta_auth0,3705005020,Okta–Auth0,"Okta, Inc.","Auth0, Inc.",2021-03-03,talent_motive_explicit,partial,direct_passage,partial,doc_okta_auth0_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1660134/000119312521156436/d145794dex21.htm,Section 8.02(f),paraphrase,"Founder and key-employee employment, noncompetition, and vesting documents were conditions to closing.",Conditioning closing on key-employee continuity shows those people were material to the buyer; it does not state that acquiring them was the purpose of the deal.,"evidence_passages.csv ev_006, ev_007"
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,legal_transaction_form,equity_purchase_and_merger,direct_passage,partial,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,Equity Purchase and Merger Agreement; definition of Indebtedness,paraphrase,Equity Purchase and Merger Agreement (agreement title as filed). The salvage record notes the source is an execution-version document carrying a nonbinding pre-execution notice.,Document status caveat: the exhibit states it was intended to facilitate discussions until execution.,"pilot_deals.csv legal_form, source_quality"
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,Equity Purchase and Merger Agreement,paraphrase,Combined equity purchase and merger structure.,Which interests moved by purchase versus merger is not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,Equity Purchase and Merger Agreement,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,business_product_continuity,unknown,unknown,unknown,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,Definition of Indebtedness,paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns transaction-liability treatment of employee amounts.,pilot_deals.csv integration_signal
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,workforce_movement,group_severance_and_retention_liabilities,direct_passage,direct,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,"Definition of Indebtedness, clauses (B)-(D)",verbatim,"whether qualified or unqualified, (B) accrued and unpaid severance relating to terminations occurring prior to the Closing, (C) outstanding retention bonuses, calculated on a pro rata basis based on the number of days elapsed from the grant date thereof through the Closing Date, or (D) outstanding and unfunded or underfunded post-retirement or post-employment health or welfare benefits other than as required pursuant to Section 4980B of the Code (including, in each case, the employer portion of any payroll, employment or similar Taxes related thereto and without duplication of any amounts included in Transaction Expenses), (x) the Tax Liability Amount with respect to each of the Blockers and the Company and its Subsidiaries, (xi) all Deferred Payroll Taxes, (xii) obligations of another Person of the kind described in the preceding clauses (i) through ( xi ) guaranteed by the Blockers, the Company or any of its Subsidiaries and (xiv) the aggregate amount of any (A) declared, but unpaid, dividends on the Units as of the Measurement Time and (B) dividends that are declared and paid on the Units after the Measurement Time, but prior to the Closing; provided , that “Indebtedness” shall not include any such liabilities or obligations between or among any of the Blockers, the Company or any of the Company’s",Treat as a planned or negotiated disclosure with a document-status caveat; liability accounting does not show who stayed.,evidence_passages.csv ev_008; verbatim text from cycle-4 audit packet row 61 (Sreyas sheet 'TAG Internship 8.28 Meeting Data')
pilot_006_roper_frontline,3968186020,Roper–Frontline,"Roper Technologies, Inc. / Roper T2 LLC",Frontline Technologies,unknown,talent_motive_explicit,unknown,unknown,unknown,doc_roper_frontline_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/882835/000119312522233743/d356123dex21.htm,Definition of Indebtedness,paraphrase,No reviewed passage states a talent motive.,No reviewed passage states that acquiring people or a team was a transaction motive; absence of such a statement is not evidence that it was absent.,evidence_passages.csv
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,legal_transaction_form,statutory_merger,direct_passage,direct,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,"Agreement and Plan of Merger; Sections 1.8, 6.2",paraphrase,Agreement and Plan of Merger (agreement title as filed).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,Agreement and Plan of Merger,paraphrase,Statutory merger of the target entity.,Merger mechanics are not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,Agreement and Plan of Merger,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,business_product_continuity,unknown,unknown,unknown,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,Section 6.2,paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns benefit-plan transition rules.,pilot_deals.csv integration_signal
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,workforce_movement,group_continuing_employees,direct_passage,direct,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,Sections 6.2(a)–(b); 1.8(b)–(c),paraphrase,"For one year after closing, continuing employees were to receive substantially comparable benefits, with specified severance protection for qualifying without-cause terminations during the continuation period. Company RSUs and PSUs were converted into parent awards with stated vesting and exercisability treatment.",The agreement also preserves the buyer's ability to terminate employees subject to applicable terms; equity conversion does not prove employment continuation.,"evidence_passages.csv ev_009, ev_010"
pilot_007_taketwo_zynga,3859429020,Take-Two–Zynga,"Take-Two Interactive Software, Inc.",Zynga Inc.,2022-01-09,talent_motive_explicit,unknown,unknown,unknown,doc_taketwo_zynga_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex21.htm,Section 6.2,paraphrase,No reviewed passage states a talent motive.,No reviewed passage states that acquiring people or a team was a transaction motive; absence of such a statement is not evidence that it was absent.,evidence_passages.csv
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,legal_transaction_form,statutory_merger,direct_passage,direct,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,"Agreement and Plan of Merger; Sections 5.1, 6.7",paraphrase,Agreement and Plan of Merger (agreement title as filed).,Legal form is read from the agreement title and structure in the salvage record; the exact statutory mechanics are not re-verified here.,pilot_deals.csv legal_form
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,scope_and_control,entity_equity|control_transferred,inferred_from_legal_form,partial,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,Agreement and Plan of Merger,paraphrase,Statutory merger of the target entity.,Merger mechanics are not restated in the reviewed passage.,pilot_deals.csv legal_form
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,ip_treatment,acquired_with_entity,inferred_from_legal_form,indirect,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,Agreement and Plan of Merger,paraphrase,No separate IP licence is disclosed in the reviewed passage.,Inferred from the transaction form only: no reviewed passage addresses intellectual-property treatment directly.,pilot_deals.csv legal_form
pilot_008_unity_ironsource,3948517040,Unity–ironSource,Unity Software Inc.,ironSource Ltd.,2022-07-13,business_product_continuity,unknown,unknown,unknown,doc_unity_ironsource_ex21,SEC Exhibit 2.1,https://www.sec.gov/Archives/edgar/data/1810806/000119312522193960/d292378dex21.htm,Section 6.7,paraphrase,No reviewed passage addresses product continuity.,The salvage integration signal concerns New Plan service credit and transition access.,pilot_deals.csv integration_signal
