deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,included_passages,documents_retrieved,topic_1_share,topic_2_share,topic_3_share,dominant_topic,dominant_topic_label,dominant_share,dominant_margin,concentration_hhi,theme_profile,ai_label,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit
3902649040,Zedge Holdings Inc,GuruShots Ltd,2022-04-13,2022-04-13,10.868,,63,38,0.150343,0.666321,0.183336,topic_2,benefit_plans_and_retirement,0.666321,0.482985,0.500199,benefit_plans_and_retirement,none,no,no,no
3903514020,Intellinetics Inc,YellowFolder LLC,2022-04-05,2022-04-05,,Priv.,41,57,0.131361,0.843222,0.025417,topic_2,benefit_plans_and_retirement,0.843222,0.711861,0.728925,benefit_plans_and_retirement,none,no,no,no
3915952020,Advanced Drainage Systems Inc,Cultec Inc,2022-05-02,2022-05-02,,Priv.,21,54,0.214154,0.627687,0.158159,topic_2,benefit_plans_and_retirement,0.627687,0.413532,0.464867,benefit_plans_and_retirement,none,no,no,no
3919146020,Hagerty Inc,Speed Digital LLC,2022-04-14,2022-04-14,,Priv.,82,126,0.535404,0.291897,0.172699,topic_1,executive_and_officer,0.535404,0.243507,0.401686,executive_and_officer,none,yes,no,no
3931132020,ICF International Inc,SemanticBits LLC,2022-06-08,2022-07-13,220.00,Priv.,80,185,0.160304,0.765074,0.074621,topic_2,benefit_plans_and_retirement,0.765074,0.604770,0.616605,benefit_plans_and_retirement,none,no,no,no
3937405020,Shutterstock Inc,Splash News,2022-05-31,2022-05-31,,Sub.,78,42,0.159542,0.451521,0.388937,topic_2,benefit_plans_and_retirement,0.451521,0.062584,0.380597,mixed,none,no,no,no
3941653020,Quantum Computing Inc,QPhoton Inc,2022-05-23,2022-06-16,8.703,Priv.,83,29,0.319107,0.531134,0.149759,topic_2,benefit_plans_and_retirement,0.531134,0.212026,0.406360,benefit_plans_and_retirement,ai_explicit,yes,no,no
3947420020,Titan Machinery Inc,Heartland AG Systems Inc,2022-07-11,2022-08-01,95.50,Priv.,77,255,0.125534,0.752460,0.122006,topic_2,benefit_plans_and_retirement,0.752460,0.626926,0.596841,benefit_plans_and_retirement,none,no,no,no
3948517040,Unity Software Inc,Ironsource Ltd,2022-07-13,2022-11-07,"4,422.114",,311,200,0.282526,0.327637,0.389837,topic_3,stock_and_equity_awards,0.389837,0.062201,0.339140,mixed,none,yes,no,no
3953332040,Intercontinental Exchange Inc,Engaged Trckng (Et) Index Ltd,2022-07-21,2022-07-21,,,174,49,0.282975,0.277662,0.439364,topic_3,stock_and_equity_awards,0.439364,0.156389,0.350211,stock_and_equity_awards,none,no,no,no
3958349020,Roper Technologies Inc,TIP Technologies Inc,2022-07-14,2022-09-26,,Priv.,38,58,0.185357,0.697561,0.117082,topic_2,benefit_plans_and_retirement,0.697561,0.512205,0.534657,benefit_plans_and_retirement,none,no,no,no
3964089020,ABM Industries Inc,RavenVolt Inc,2022-08-18,2022-09-01,450.00,Priv.,79,19,0.122264,0.627314,0.250422,topic_2,benefit_plans_and_retirement,0.627314,0.376892,0.471182,benefit_plans_and_retirement,none,no,no,no
3969906020,Ginkgo Bioworks Holdings Inc,Baktus Inc-Epidemiological,2022-08-19,2022-08-19,,Sub.,439,227,0.310441,0.249680,0.439878,topic_3,stock_and_equity_awards,0.439878,0.129437,0.352207,stock_and_equity_awards,none,yes,no,no
3969983020,AstroNova Inc,Astro Machine Corp,2022-08-09,2022-08-09,17.125,Priv.,42,33,0.110253,0.827702,0.062045,topic_2,benefit_plans_and_retirement,0.827702,0.717449,0.701096,benefit_plans_and_retirement,none,no,no,no
3972098020,Wesco International Inc,Rahi Systems Inc,2022-09-07,2022-11-01,217.00,Priv.,32,177,0.098173,0.819638,0.082189,topic_2,benefit_plans_and_retirement,0.819638,0.721465,0.688200,benefit_plans_and_retirement,none,yes,yes,no
3973484020,Glimpse Group Inc,Brightline Interactive LLC,2022-05-26,2022-08-02,32.50,Priv.,59,65,0.465933,0.407485,0.126582,topic_1,executive_and_officer,0.465933,0.058448,0.399161,mixed,none,yes,no,no
3974497020,Lantronix Inc,Uplogix Inc,2022-09-12,2022-09-12,12.00,Priv.,42,33,0.144840,0.710044,0.145116,topic_2,benefit_plans_and_retirement,0.710044,0.564928,0.546200,benefit_plans_and_retirement,none,no,no,no
3976265040,DigitalOcean Holdings Inc,Cloudways Ltd,2022-08-23,2022-09-08,350.00,,75,24,0.126844,0.712216,0.160940,topic_2,benefit_plans_and_retirement,0.712216,0.551275,0.549242,benefit_plans_and_retirement,none,yes,no,no
3988539020,PLAYSTUDIOS Inc,Brainium Studios LLC,2022-10-13,2022-10-13,97.25,Priv.,46,31,0.131044,0.775115,0.093841,topic_2,benefit_plans_and_retirement,0.775115,0.644070,0.626782,benefit_plans_and_retirement,none,yes,no,no
4005412040,NextNav Inc,Nestwave SAS,2022-11-02,2022-11-02,19.30,,13,34,0.545413,0.156941,0.297647,topic_1,executive_and_officer,0.545413,0.247766,0.410699,executive_and_officer,none,yes,no,no
