deal_id,acquirer_name,target_name,ai_label,ai_evidence_weight,ai_terms,ai_excerpt,ai_source_url,ai_source_highlight_url,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit,talent_excerpt,documents_screened,review_status
3839586020,CF Acquisition Corp VI,Rumble Inc,ai_explicit,5,artificial intelligence,". New laws could restrict Rumble’s ability to conduct marketing by, for example, restricting the emailing or targeting users or use certain technologies like artificial intelligence. Similarly, private -market participants may deploy technologies or require certain practices that limit Rumble’s ability to obtain or use certain information about its users and subscribers. For example, Google has indicated that it will ultimately phase out the use of cookies to track users of its search services in future versions of its Chrome w",https://www.sec.gov/Archives/edgar/data/1830081/000121390022007670/fs42022_cfacqui6.htm,"https://www.sec.gov/Archives/edgar/data/1830081/000121390022007670/fs42022_cfacqui6.htm#:~:text=.%20New%20laws%20could%20restrict%20Rumble%E2%80%99s%20ability%20to%20conduct%20marketing%20by%2C%20for%20example%2C%20restricting%20the%20emailing%20or%20targeting%20users%20or%20use%20certain,Google%20has%20indicated%20that%20it%20will%20ultimately%20phase%20out%20the%20use%20of%20cookies%20to%20track%20users%20of%20its%20search%20services%20in%20future%20versions%20of%20its%20Chrome%20w",yes,no,no,"2 (b) Without diminishing or impairing the obligations of the Company set forth in the preceding subparagraph, if, for any reason, Indemnitee shall elect or be required to pay all or any portion of any judgment or settlement in any threatened, pending or completed action, suit or proceeding in which the Company or any Enterprise is jointly liable with Indemnitee (or would be if joined in such a...",12,machine_suggested_pending_human_review
3840675020,8x8 Inc,Fuze Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3843851020,Xometry Inc,Thomas Publishing LLC,none,0,,,,,no,no,no,,9,machine_suggested_pending_human_review
3846599020,Entegris Inc,CMC Materials Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3846918020,Rocket Lab USA Inc,SolAero Technologies Corp,none,0,,,,,yes,no,no,"“SolAero has established itself as a premier provider of solar technologies and we are very excited to be joining forces,” said Rocket Lab founder and CEO, Peter Beck.",12,machine_suggested_pending_human_review
3847595020,Oracle Corp,Cerner Corp,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3848260020,HealthEquity Inc,Further Compliance,none,0,,,,,yes,no,no,"“We are excited to join forces with the Further team, who share our focus on intuitive technology and remarkable service to connect health and wealth,“ said Jon Kessler, President and CEO of HealthEquity.",6,machine_suggested_pending_human_review
3848871020,Stem Inc,AlsoEnergy Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3850686020,Skillsoft Corp,Ryzac Inc,none,0,,,,,yes,yes,no,"By joining forces with Skillsoft, we are in an even stronger position to advance our collective mission and empower today’s workforce – including both individuals and organizations – with the skills for tomorrow.",12,machine_suggested_pending_human_review
3853682040,Opendoor Technologies Inc,Commeasure Pte Ltd,none,0,,,,,no,no,no,,6,machine_suggested_pending_human_review
3855473040,FiscalNote Holdings Inc,Aicel Technologies Inc,none,0,,,,,yes,no,no,"In addition, upon joining FiscalNote, each employee, including the company’s executive officers, executes FiscalNote’s standard form of Employee Confidentiality and Invention Assignment Agreement, which sets forth customary confidentiality, non-solicitation, and intellectual property assignment obligations of each employee.",12,machine_suggested_pending_human_review
3858147020,Stryker Corp,Vocera Communications Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3858410020,Digerati Technologies Inc,SkyNet Telecom LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3859429020,Take-Two Interactive Software,Zynga Inc,ai_explicit,5,machine learning,"capabilities to engage players through live operations (“LiveOps”) and RCS initiatives. By combining resources and proven acumen, the teams at Take-Two and Zynga will deploy best-in-class practices throughout the organization to enhance and grow existing titles across the portfolio. Key opportunities include cross-marketing through a larger, shared customer database and improving game economies through more effective data analytics and machine learning models. Other strategic benefits include the use of Zynga’s Chartboost advertising platform, which will improve new user acquisition through better audience targeting and optimize mobile advertising inventory to achieve greater yields;",https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex991.htm,"https://www.sec.gov/Archives/edgar/data/946581/000119312522005771/d282059dex991.htm#:~:text=capabilities%20to%20engage%20players%20through%20live%20operations%20%28%E2%80%9CLiveOps%E2%80%9D%29%20and%20RCS%20initiatives.%20By%20combining%20resources%20and%20proven%20acumen%2C%20the%20teams%20at,which%20will%20improve%20new%20user%20acquisition%20through%20better%20audience%20targeting%20and%20optimize%20mobile%20advertising%20inventory%20to%20achieve%20greater%20yields%3B",no,no,no,,12,machine_suggested_pending_human_review
3871833020,Digerati Technologies Inc,NextLevel Internet Inc,none,0,,,,,yes,no,no,"Gietzen, President of NextLevel Internet, Joins the Digerati Executive Management Team - SAN ANTONIO, TX (GlobeNewswire) – February 8, 2022 – Digerati Technologies, Inc.",12,machine_suggested_pending_human_review
3887864040,JPMorgan Chase & Co,Global Shares PLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3891655020,SentinelOne Inc,Attivo Networks Inc,ai_explicit,5,ai-powered,"ing problem of unprotected devices and deployment gaps by automatical- ly deploying Singularity XDR across organizations. We launched Singularity Mobile, a new AI-powered mobile security solution delivering autonomous threat protection, detection, and response for iOS, Android, and Chrome OS devices. We also acquired Scalyr, integrated the cutting-edge backend into our security architecture, and in February 2022 launched externalization of the technology under the DataSet brand. And, we will further broaden our XDR platform with the announced acquisition of Attivo, a leading Identity Threat Detection & Response technology to expedite en- terprise Zero Trust adoption. Bringing Identity to XDR with Attivo Networks Identity is a critical component of the enterprise perimeter and Zero Trust...",https://www.sec.gov/Archives/edgar/data/1583708/000158370822000007/lettertoshareholdersq422.htm,"https://www.sec.gov/Archives/edgar/data/1583708/000158370822000007/lettertoshareholdersq422.htm#:~:text=ing%20problem%20of%20unprotected%20devices%20and%20deployment%20gaps%20by%20automatical%2D%20ly%20deploying%20Singularity%20XDR%20across%20organizations.%20We%20launched%20Singularity,Zero%20Trust%20adoption.%20Bringing%20Identity%20to%20XDR%20with%20Attivo%20Networks%20Identity%20is%20a%20critical%20component%20of%20the%20enterprise%20perimeter%20and%20Zero%20Trust...",yes,no,no,"“I am incredibly excited to join Tomer and the SentinelOne leadership team to help scale and expand further as a public company while focusing on what SentinelOne does best - delivering autonomous cybersecurity, powered by data .",12,machine_suggested_pending_human_review
3892232040,Mitek Systems Inc,HooYu Ltd,ai_explicit,10,artificial intelligence; computer vision,"need to stamp out digital money launderers and sanctioned individuals,” said Max Carnecchia, CEO Mitek Systems. “The only way to combat this scourge is to use artificial intelligence (AI) and stop bad transactions before they happen.” Through this acquisition, organizations gain a more complete picture of the consumer by marrying biometrics, ID document validation, geolocation and identity confidence scoring with real-time data signals such as bureau checks or matches to politically exposed person or sanction lists. HooYu’s innovative orchestration capabilities will enable Mitek customers to optimize workflows and accelerate the deployment of identity solutions across channels. Having a single platform that easily orchestrates and configures a KYC journey t",https://www.sec.gov/Archives/edgar/data/807863/000080786322000057/a20220323-8kxex991.htm,"https://www.sec.gov/Archives/edgar/data/807863/000080786322000057/a20220323-8kxex991.htm#:~:text=need%20to%20stamp%20out%20digital%20money%20launderers%20and%20sanctioned%20individuals%2C%E2%80%9D%20said%20Max%20Carnecchia%2C%20CEO%20Mitek%20Systems.%20%E2%80%9CThe%20only%20way%20to%20combat%20this%20scourge,and%20accelerate%20the%20deployment%20of%20identity%20solutions%20across%20channels.%20Having%20a%20single%20platform%20that%20easily%20orchestrates%20and%20configures%20a%20KYC%20journey%20t",no,no,no,,6,machine_suggested_pending_human_review
3895329020,Boyd Gaming Corp,Pala Interactive LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3896666020,SmartRent Inc,SightPlan Inc,none,0,,,,,yes,no,no,"The SightPlan team will join SmartRent as employees, and SightPlan will continue to run its operations from its Orlando, Florida office.",4,machine_suggested_pending_human_review
3898245040,Workiva Inc,Parseport ApS,none,0,,,,,no,no,no,,3,machine_suggested_pending_human_review
3898599020,Advanced Micro Devices Inc,Pensando Systems Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3899069020,Boston Omaha Corp,Undisclosed Internet Svc Pvdr,none,0,,,,,no,no,no,,8,machine_suggested_pending_human_review
3902649040,Zedge Holdings Inc,GuruShots Ltd,none,0,,,,,no,no,no,,7,machine_suggested_pending_human_review
3903514020,Intellinetics Inc,YellowFolder LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3915952020,Advanced Drainage Systems Inc,Cultec Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3919146020,Hagerty Inc,Speed Digital LLC,none,0,,,,,yes,no,no,"As a member of the Hagerty Executive Team for over a decade, Coco managed sales and service operations prior to joining Human Resources in 2002.",11,machine_suggested_pending_human_review
3931132020,ICF International Inc,SemanticBits LLC,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3937405020,Shutterstock Inc,Splash News,none,0,,,,,no,no,no,,10,machine_suggested_pending_human_review
3941653020,Quantum Computing Inc,QPhoton Inc,ai_explicit,5,computer vision,"ul quantum nanophotonic technology and systems in order to transform critical areas of industry, including healthcare, cybersecurity, finance, environment, and computer vision. QPhoton maintains a growing and diverse portfolio of patented nanophotonic and quantum technology, covering quantum sensing, imaging, information privacy, authentication, data analytics, and quantum photonic computing. Important Ca",https://www.sec.gov/Archives/edgar/data/1758009/000121390022034003/ea161824ex99-1_quantum.htm,"https://www.sec.gov/Archives/edgar/data/1758009/000121390022034003/ea161824ex99-1_quantum.htm#:~:text=ul%20quantum%20nanophotonic%20technology%20and%20systems%20in%20order%20to%20transform%20critical%20areas%20of%20industry%2C%20including%20healthcare%2C%20cybersecurity%2C%20finance%2C,technology%2C%20covering%20quantum%20sensing%2C%20imaging%2C%20information%20privacy%2C%20authentication%2C%20data%20analytics%2C%20and%20quantum%20photonic%20computing.%20Important%20Ca",yes,no,no,Huang and his quantum team are joining QCI and that they will deliver the most advanced quantum technology to accelerate the value of quantum computing to the business world today.,10,machine_suggested_pending_human_review
3947420020,Titan Machinery Inc,Heartland AG Systems Inc,none,0,,,,,no,no,no,,7,machine_suggested_pending_human_review
3948517040,Unity Software Inc,Ironsource Ltd,none,0,,,,,yes,no,no,"” Management and Board of Directors Upon closing of the merger, Tomer Bar-Zeev will join Unity’s Board of Directors and serve as a key member of Unity’s executive leadership team.",12,machine_suggested_pending_human_review
3953332040,Intercontinental Exchange Inc,Engaged Trckng (Et) Index Ltd,none,0,,,,,no,no,no,,8,machine_suggested_pending_human_review
3958349020,Roper Technologies Inc,TIP Technologies Inc,none,0,,,,,no,no,no,,12,machine_suggested_pending_human_review
3964089020,ABM Industries Inc,RavenVolt Inc,none,0,,,,,no,no,no,,6,machine_suggested_pending_human_review
3969906020,Ginkgo Bioworks Holdings Inc,Baktus Inc-Epidemiological,none,0,,,,,yes,no,no,"“I am honored to join Ginkgo’s Board at such a significant time in the company’s history, and look forward to working with Ginkgo’s incredible team as they use synthetic biology to unlock innovations across industries.",12,machine_suggested_pending_human_review
3969983020,AstroNova Inc,Astro Machine Corp,none,0,,,,,no,no,no,,9,machine_suggested_pending_human_review
3972098020,Wesco International Inc,Rahi Systems Inc,none,0,,,,,yes,yes,no,"4 TRIR: 3x-5x better than other distributors • Launched Wesco Cares • Best in class emergency/COVID support for employees, customers and communities we serve • 2022 Bloomberg Gender- Equality Index (4th consecutive) • Accelerated Diversity and Inclusion Program • Creation of multiple Business Resource Groups for employees • Named to Forbes “Best Employers for Women 2021”; Latino Leaders magazin...",10,machine_suggested_pending_human_review
3973484020,Glimpse Group Inc,Brightline Interactive LLC,none,0,,,,,yes,no,no,"Expected synergies from the deal include : ● Increase Glimpse’s annual revenue by approximately 33% ● Place Glimpse on a potential $15 million annual revenue run rate, which we believe cements Glimpse’s position as one of the largest independent VR and AR software and services companies ● Significantly improve business, operating and financial scale, further solidifying Glimpse’s operating base...",12,machine_suggested_pending_human_review
3974497020,Lantronix Inc,Uplogix Inc,none,0,,,,,no,no,no,,9,machine_suggested_pending_human_review
3976265040,DigitalOcean Holdings Inc,Cloudways Ltd,none,0,,,,,yes,no,no,"“In addition, we are excited to be joining forces with the entire Cloudways team and together will continue our mission to simplify cloud computing so builders can spend more time creating software that changes the world.",9,machine_suggested_pending_human_review
3988539020,PLAYSTUDIOS Inc,Brainium Studios LLC,none,0,,,,,yes,no,no,"“We look forward to joining their talented team, leveraging their vast strategic resources, and offering the unique playAWARDS platform to Brainum’s loyal player base.",6,machine_suggested_pending_human_review
4005412040,NextNav Inc,Nestwave SAS,none,0,,,,,yes,no,no,"“The Nestwave team and I are thrilled to be joining NextNav to support the build out of next - generation GPS and 3D geolocation solutions ,” said Ambroise Popper, Nestwave CEO.",9,machine_suggested_pending_human_review
