deal_id,announcement_date,effective_date,acquirer_name,target_name,candidate_cik,target_candidate_cik,transaction_value_mil,target_public_status,probe_status,window_start,window_end,windowed_filings,probe_forms,agreement_accession,agreement_exhibit_types,target_name_hit,cik_confirmation_basis,probe_note
3715187020,2021-03-22,2021-04-29,AMETEK Inc,Abaco Systems Inc,0001037868,,"1,350.00",Sub.,announcement_only,2021-02-20,2021-05-29,5,8-K,,,not_checked,machine_form_and_window_only,
3737192020,2021-05-04,2021-06-11,The Carlyle Group Inc,Liberty IT Solutions LLC,0001527166,,725.00,Priv.,announcement_only,2021-04-04,2021-07-11,5,8-K,,,not_checked,machine_form_and_window_only,
3844424020,2021-12-10,2022-01-26,Iron Mountain Inc,ITRenew Inc,0001020569,,725.00,Sub.,announcement_only,2021-11-10,2022-02-25,5,8-K,,,not_checked,machine_form_and_window_only,
3654636020,2020-10-28,2020-12-01,Assurant Inc,HYLA Inc,0001267238,,325.00,Priv.,announcement_only,2020-09-28,2020-12-31,5,8-K,,,not_checked,machine_form_and_window_only,
3610540020,2020-07-20,2020-07-31,Synaptics Inc,DisplayLink Corp,0000817720,,305.00,Priv.,announcement_only,2020-06-20,2020-08-30,5,8-K,,,not_checked,machine_form_and_window_only,
3728747020,2021-04-14,2021-06-02,WEX Inc,Benefit Express Services LLC,0001309108,,275.00,Priv.,announcement_only,2021-03-15,2021-07-02,5,8-K,,,not_checked,machine_form_and_window_only,
3879360020,2022-02-11,2022-02-11,Verisk Analytics Inc,Infutor Data Solutions LLC,0001442145,,248.50,Priv.,announcement_only,2022-01-12,2022-03-13,5,8-K,,,not_checked,machine_form_and_window_only,
3722763020,2021-04-01,2021-04-01,Brinks Co,PAI Inc,0000078890,,213.00,Sub.,announcement_only,2021-03-02,2021-05-01,5,8-K,,,not_checked,machine_form_and_window_only,
3679923040,2020-12-17,2020-12-17,AT&T Inc,YOUi Labs Inc,0000732717,,78.481,,announcement_only,2020-11-17,2021-01-16,5,8-K,,,not_checked,machine_form_and_window_only,
3943595040,2022-06-30,2022-06-30,Morningstar Inc,Praemium Ltd-Intl Bus,0001289419,,42.438,,announcement_only,2022-05-31,2022-07-30,5,8-K,,,not_checked,machine_form_and_window_only,
3644431020,2020-10-01,2020-10-01,Mastech Digital Inc,AmberLeaf Partners Inc,0001437226,,14.00,Priv.,announcement_only,2020-09-01,2020-10-31,5,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3549838020,2020-04-07,2020-04-07,AT&T Inc,Canopy Crest Corp,0000732717,,,Priv.,announcement_only,2020-03-08,2020-05-07,5,8-K,,,not_checked,machine_form_and_window_only,
3583684040,2020-06-03,2020-07-13,NetApp Inc,Spotinst Ltd,0001002047,,,,announcement_only,2020-05-04,2020-08-12,5,8-K,,,not_checked,machine_form_and_window_only,
3648517020,2020-10-13,2020-10-13,Blackstone Group Inc,AlgoLift Inc,0001393818,,,Priv.,announcement_only,2020-09-13,2020-11-12,5,8-K,,,not_checked,machine_form_and_window_only,
3649503020,2020-10-13,2020-10-13,EQT AB,Health Platforms Group Inc,0000033213,,,Priv.,announcement_only,2020-09-13,2020-11-12,5,8-K,,,not_checked,machine_form_and_window_only,
3657408020,2020-11-05,2020-11-05,Shift4 Payments Inc,Infomart2000 Corp,0001794669,,,Priv.,announcement_only,2020-10-06,2020-12-05,5,8-K,,,not_checked,machine_form_and_window_only,
3659467040,2020-10-05,2020-10-05,Qorvo Inc,7Hugs Labs SAS,0001604778,,,,announcement_only,2020-09-05,2020-11-04,5,8-K,,,not_checked,machine_form_and_window_only,
3660894040,2020-11-11,2021-01-26,Lam Research Corp,Talus Manufacturing Ltd,0000707549,,,,announcement_only,2020-10-12,2021-02-25,5,8-K,,,not_checked,machine_form_and_window_only,
3672500040,2020-11-17,2020-12-31,Rockwell Automation Inc,Fiix Inc,0001024478,,,,announcement_only,2020-10-18,2021-01-30,5,8-K,,,not_checked,machine_form_and_window_only,
3697201020,2020-12-22,2021-01-25,Cisco Systems Inc,Dashbase Inc,0000858877,,,Priv.,announcement_only,2020-11-22,2021-02-24,5,8-K,,,not_checked,machine_form_and_window_only,
3722440040,2021-04-01,2021-04-01,Ares Management Corp,Seal Telecom Comercio E,0001176948,,,,announcement_only,2021-03-02,2021-05-01,5,8-K,,,not_checked,machine_form_and_window_only,
3741286020,2021-05-06,2021-05-06,3D Systems Corp,Allevi Inc,0000910638,,,Priv.,announcement_only,2021-04-06,2021-06-05,5,8-K,,,not_checked,machine_form_and_window_only,
3755243020,2021-06-14,2021-09-15,Blackstone Inc,Ellucian Co LP,0001393818,,,Sub.,announcement_only,2021-05-15,2021-10-15,5,8-K,,,not_checked,machine_form_and_window_only,
3759091020,2021-06-15,2021-07-19,Blackstone Group Inc,JetFuel LLC,0001393818,,,Sub.,announcement_only,2021-05-16,2021-08-18,5,8-K,,,not_checked,machine_form_and_window_only,
3839598020,2021-11-29,2021-11-29,Mercury Systems Inc,Atlanta Micro Inc,0001049521,,,Priv.,announcement_only,2021-10-30,2021-12-29,5,8-K,,,not_checked,machine_form_and_window_only,
3859553020,2022-01-01,2022-01-01,EQT AB,LiveSource Inc,0000033213,,,Priv.,announcement_only,2021-12-02,2022-01-31,5,8-K,,,not_checked,machine_form_and_window_only,
3860700020,2022-01-11,2022-04-19,Blackstone Inc,CampusLogic Inc,0001393818,,,Priv.,announcement_only,2021-12-12,2022-05-19,5,8-K,,,not_checked,machine_form_and_window_only,
3887387020,2022-01-10,2022-01-10,Adobe Inc,Elastic Projects-Notebooks,0000796343,,,Sub.,announcement_only,2021-12-11,2022-02-09,5,8-K,,,not_checked,machine_form_and_window_only,
3894563020,2022-03-21,2022-04-06,Ondas Holdings Inc,Ardenna Inc,0001646188,,,Priv.,announcement_only,2022-02-19,2022-05-06,5,8-K,,,not_checked,machine_form_and_window_only,
3915952020,2022-05-02,2022-05-02,Advanced Drainage Systems Inc,Cultec Inc,0001604028,,,Priv.,announcement_only,2022-04-02,2022-06-01,5,8-K,,,not_checked,machine_form_and_window_only,
3926693040,2022-05-24,2022-05-24,Pegasystems Inc,Everflow,0001013857,,,,announcement_only,2022-04-24,2022-06-23,5,8-K,,,not_checked,machine_form_and_window_only,
3646630020,2020-10-12,2020-11-02,Twilio Inc,Segment.io Inc,0001447669,,"3,200.00",Priv.,announcement_only,2020-09-12,2020-12-02,4,8-K,,,not_checked,machine_form_and_window_only,
3782956020,2021-08-10,2021-09-30,Equifax Inc,Appriss Insights LLC,0000033185,,"1,825.00",Sub.,announcement_only,2021-07-11,2021-10-30,4,8-K,,,not_checked,machine_form_and_window_only,
3789117040,2022-01-19,2022-01-19,Blackstone Inc,Interplex Holdings Pte Ltd,0001393818,,"1,600.00",,announcement_only,2021-12-20,2022-02-18,4,8-K,,,not_checked,machine_form_and_window_only,
3929832020,2022-06-06,2022-07-18,Becton Dickinson & Co,Parata Systems LLC,0000010795,,"1,525.00",Sub.,announcement_only,2022-05-07,2022-08-17,4,8-K,,,not_checked,machine_form_and_window_only,
3774506020,2021-07-19,2021-09-13,Vontier Corp,DRB Systems LLC,0001786842,,965.00,Sub.,announcement_only,2021-06-19,2021-10-13,4,8-K,,,not_checked,machine_form_and_window_only,
3700032040,2021-01-28,2021-03-09,Workday Inc,Peakon ApS,0001327811,,700.00,,announcement_only,2020-12-29,2021-04-08,4,8-K,,,not_checked,machine_form_and_window_only,
3871813020,2022-02-07,2022-04-01,Fiserv Inc,Finxact LLC,0000798354,,650.00,Priv.,announcement_only,2022-01-08,2022-05-01,4,8-K,,,not_checked,machine_form_and_window_only,
3954002020,2022-07-25,2022-09-01,Cadence Design Systems Inc,OpenEye Scientific Software,0000813672,,500.00,Priv.,announcement_only,2022-06-25,2022-10-01,4,8-K,,,not_checked,machine_form_and_window_only,
3522125040,2020-03-04,2020-04-02,Align Technology Inc,exocad GmbH,0001097149,,420.03,,announcement_only,2020-02-03,2020-05-02,4,8-K,,,not_checked,machine_form_and_window_only,
3700422040,2021-02-18,2021-03-07,CrowdStrike Holdings Inc,Humio Ltd,0001535527,,400.00,,announcement_only,2021-01-19,2021-04-06,4,8-K,,,not_checked,machine_form_and_window_only,
3766435040,2021-07-01,2021-09-01,Hewlett Packard Enterprise Co,Zerto Ltd,0001645590,,374.00,,announcement_only,2021-06-01,2021-10-01,4,8-K,,,not_checked,machine_form_and_window_only,
3770172020,2021-07-08,2021-07-20,Cirrus Logic Inc,Lion Semiconductor Inc,0000772406,,335.00,Priv.,announcement_only,2021-06-08,2021-08-19,4,8-K,,,not_checked,machine_form_and_window_only,
3722325020,2021-04-05,2021-06-14,Graham Holdings Co,Leaf Group Ltd,0000104889,,321.278,Public,announcement_only,2021-03-06,2021-07-14,4,8-K,,,not_checked,machine_form_and_window_only,
3911400040,2022-04-20,2022-05-03,PTC Inc,Intland Software GmbH,0000857005,,280.00,,announcement_only,2022-03-21,2022-06-02,4,8-K,,,not_checked,machine_form_and_window_only,
3827627020,2021-11-03,2021-12-16,CACI International Inc,SA Photonics Inc,0000016058,,275.00,Priv.,announcement_only,2021-10-04,2022-01-15,4,8-K,,,not_checked,machine_form_and_window_only,
3781439020,2021-08-05,2021-08-05,Deere & Co,Bear Flag Robotics Inc,0000315189,,250.00,Priv.,announcement_only,2021-07-06,2021-09-04,4,8-K,,,not_checked,machine_form_and_window_only,
3972098020,2022-09-07,2022-11-01,Wesco International Inc,Rahi Systems Inc,0000929008,,217.00,Priv.,announcement_only,2022-08-08,2022-12-01,4,8-K,,,not_checked,machine_form_and_window_only,
3776705020,2021-07-26,2021-09-09,Omnicell Inc,FDS Inc,0000926326,,177.00,Priv.,announcement_only,2021-06-26,2021-10-09,4,8-K,,,not_checked,machine_form_and_window_only,
3754253020,2021-06-03,2021-06-03,Unisys Corp,Unify Square Inc,0000746838,,152.50,Priv.,announcement_only,2021-05-04,2021-07-03,4,8-K,,,not_checked,machine_form_and_window_only,
3571467020,2020-04-30,2020-05-18,SS&C Technologies Holdings Inc,Innovest Systems LLC,0001402436,,120.00,Priv.,announcement_only,2020-03-31,2020-06-17,4,8-K,,,not_checked,machine_form_and_window_only,
3510168020,2020-01-29,2020-02-19,Qorvo Inc,Custom MMIC Design Services,0001604778,,105.00,Priv.,announcement_only,2019-12-30,2020-03-20,4,8-K,,,not_checked,machine_form_and_window_only,
3857367020,2021-12-31,2021-12-31,Omnicell Inc,MarkeTouch Media LLC,0000926326,,82.00,Priv.,announcement_only,2021-12-01,2022-01-30,4,8-K,,,not_checked,machine_form_and_window_only,
3511923020,2020-02-07,2020-02-07,Upland Software Inc,Char Software Inc,0001505155,,67.70,Priv.,announcement_only,2020-01-08,2020-03-08,4,8-K,,,not_checked,machine_form_and_window_only,
3752896020,2021-05-06,2021-05-06,AMN Healthcare Services Inc,Synzi Holdings Inc,0001142750,,42.50,Priv.,announcement_only,2021-04-06,2021-06-05,4,8-K/A; 8-K,,,not_checked,machine_form_and_window_only,
3707088020,2021-02-24,2021-02-24,AeroVironment Inc,Intelligent Systems Group,0001368622,,36.00,Sub.,announcement_only,2021-01-25,2021-03-26,4,8-K,,,not_checked,machine_form_and_window_only,
3863982020,2021-12-03,2021-12-03,Radiant Logistics Inc,Navegate Inc,0001171155,,35.00,Priv.,announcement_only,2021-11-03,2022-01-02,4,8-K,,,not_checked,machine_form_and_window_only,
3789458040,2021-08-23,2021-08-23,Crawford & Co,edjuster Canada Inc,0000025475,,33.071,,announcement_only,2021-07-24,2021-09-22,4,8-K,,,not_checked,machine_form_and_window_only,
3770091020,2021-07-07,2021-08-02,Cerberus Cyber Sentinel Corp,Catapult Acquisition Corp,0001777319,,30.00,Priv.,announcement_only,2021-06-07,2021-09-01,4,8-K,,,not_checked,machine_form_and_window_only,
3659168020,2020-11-09,2020-11-24,ShotSpotter Inc,Leeds LLC,0001351636,,22.00,Priv.,announcement_only,2020-10-10,2020-12-24,4,8-K,,,not_checked,machine_form_and_window_only,
3620234020,2020-05-25,2020-08-11,Cerberus Cyber Sentinel Corp,Technologyville Inc,0001777319,,6.954,Priv.,announcement_only,2020-04-25,2020-09-10,4,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3509141040,2020-01-30,2020-02-24,Qorvo Inc,Decawave Ltd,0001604778,,,,announcement_only,2019-12-31,2020-03-25,4,8-K,,,not_checked,machine_form_and_window_only,
3510405040,2020-01-30,2020-01-30,Xerox Holdings Corp,Arena Group Ltd,0001770450,,,,announcement_only,2019-12-31,2020-02-29,4,8-K,,,not_checked,machine_form_and_window_only,
3512784020,2020-01-21,2020-02-04,Dell Technologies Inc,Nyansa Inc,0001571996,,,Priv.,announcement_only,2019-12-22,2020-03-05,4,8-K,,,not_checked,machine_form_and_window_only,
3516444020,2020-01-29,2020-02-12,KKR & Co Inc,Transphorm Inc,0001404912,,,Priv.,announcement_only,2019-12-30,2020-03-13,4,8-K,,,not_checked,machine_form_and_window_only,
3558349020,2020-04-16,2020-05-18,Verizon Communications Inc,Blue Jeans Network Inc,0000732712,,,Priv.,announcement_only,2020-03-17,2020-06-17,4,8-K,,,not_checked,machine_form_and_window_only,
3571601020,2020-05-05,2020-06-10,Cognizant Technology Solutions,Collaborative Solutions LLC,0001058290,,,Priv.,announcement_only,2020-04-05,2020-07-10,4,8-K,,,not_checked,machine_form_and_window_only,
3580165020,2020-05-26,2020-05-26,Expeditors International of WA,Fleet Logistics Inc-Digital,0000746515,,,Sub.,announcement_only,2020-04-26,2020-06-25,4,8-K,,,not_checked,machine_form_and_window_only,
3580623020,2020-05-28,2020-08-07,Cisco Systems Inc,ThousandEyes Inc,0000858877,,,Priv.,announcement_only,2020-04-28,2020-09-06,4,8-K,,,not_checked,machine_form_and_window_only,
3585571020,2020-05-04,2020-06-02,Fidelity Natl Info Svcs Inc,Zenmonics Inc,0001136893,,,Priv.,announcement_only,2020-04-04,2020-07-02,4,8-K,,,not_checked,machine_form_and_window_only,
3599461020,2020-07-07,2020-07-23,Synaptics Inc,Broadcom Inc-Cert Asts,0000817720,,,Sub.,announcement_only,2020-06-07,2020-08-22,4,8-K,,,not_checked,machine_form_and_window_only,
3619266020,2020-08-05,2020-09-09,Goldman Sachs Group Inc,Revionics Inc,0000886982,,,Priv.,announcement_only,2020-07-06,2020-10-09,4,8-K,,,not_checked,machine_form_and_window_only,
3628507020,2020-08-25,2020-10-01,Cisco Systems Inc,Babblelabs Inc,0000858877,,,Priv.,announcement_only,2020-07-26,2020-10-31,4,8-K,,,not_checked,machine_form_and_window_only,
3628930020,2020-08-31,2020-08-31,CleanSpark Inc,GridFabric LLC,0000827876,,,Priv.,announcement_only,2020-08-01,2020-09-30,4,8-K,,,not_checked,machine_form_and_window_only,
3633524040,2020-09-08,2020-09-08,KKR & Co Inc,Alderstone Consulting,0001404912,,,,announcement_only,2020-08-09,2020-10-08,4,8-K,,,not_checked,machine_form_and_window_only,
3644252040,2020-10-01,2020-10-01,Emerson Electric Co,Progea Srl,0000032604,,,,announcement_only,2020-09-01,2020-10-31,4,8-K,,,not_checked,machine_form_and_window_only,
3666253020,2022-02-16,2022-02-16,Meta Platforms Inc,Kustomer Inc,0001326801,,,Priv.,announcement_only,2022-01-17,2022-03-18,4,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3666601040,2020-11-05,2020-11-05,Wynn Resorts Ltd,Vivaro Ltd,0001174922,,,,announcement_only,2020-10-06,2020-12-05,4,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3689201020,2021-01-08,2021-01-31,CareDx Inc,TransChart LLC,0001217234,,,Priv.,announcement_only,2020-12-09,2021-03-02,4,8-K,,,not_checked,machine_form_and_window_only,
3696120020,2021-01-26,2021-01-26,Nelnet Inc,Catholic Faith Technologies,0001258602,,,Priv.,announcement_only,2020-12-27,2021-02-25,4,8-K,,,not_checked,machine_form_and_window_only,
3703504040,2021-02-25,2021-02-25,Bentley Systems Inc,E7 Pty Ltd,0001031308,,,,announcement_only,2021-01-26,2021-03-27,4,8-K,,,not_checked,machine_form_and_window_only,
3705355020,2021-03-03,2021-04-01,EQT AB,Four51 Inc,0000033213,,,Priv.,announcement_only,2021-02-01,2021-05-01,4,8-K,,,not_checked,machine_form_and_window_only,
3706568040,2021-03-01,2021-03-01,IQVIA Hldg Inc,Kairos Gmbh,0001478242,,,,announcement_only,2021-01-30,2021-03-31,4,8-K,,,not_checked,machine_form_and_window_only,
3715094020,2021-03-18,2021-03-31,Dell Technologies Inc,Mesh7 Inc,0001571996,,,Priv.,announcement_only,2021-02-16,2021-04-30,4,8-K; S-4,,,not_checked,machine_form_and_window_only,
3747112040,2021-04-12,2021-05-04,Synopsys Inc,MorethanIP GmbH,0000883241,,,,announcement_only,2021-03-13,2021-06-03,4,8-K,,,not_checked,machine_form_and_window_only,
3760078020,2021-06-21,2021-06-21,Everything Blockchain Inc,832 Energy Tech Consultants,0001730869,,,Priv.,announcement_only,2021-05-22,2021-07-21,4,8-K,,,not_checked,machine_form_and_window_only,
3784761040,2021-08-11,2021-09-02,ServiceNow Inc,Mapwize Contexeo SAS,0001373715,,,,announcement_only,2021-07-12,2021-10-02,4,8-K,,,not_checked,machine_form_and_window_only,
3793332020,2021-05-17,2021-05-17,Twilio Inc,Ionic Security Inc,0001447669,,,Priv.,announcement_only,2021-04-17,2021-06-16,4,8-K,,,not_checked,machine_form_and_window_only,
3797871020,2021-07-07,2021-07-07,Fortive Corp,TeamSense Inc,0001659166,,,Priv.,announcement_only,2021-06-07,2021-08-06,4,8-K,,,not_checked,machine_form_and_window_only,
3798943040,2021-08-05,2021-08-20,ServiceNow Inc,Swarm64 AS Zweigstelle Hive,0001373715,,,,announcement_only,2021-07-06,2021-09-19,4,8-K,,,not_checked,machine_form_and_window_only,
3801902040,2021-08-25,2021-09-21,Elastic BV,CmdWatch Security Inc,0001707753,,,,announcement_only,2021-07-26,2021-10-21,4,8-K,,,not_checked,machine_form_and_window_only,
3803411020,2021-09-17,2021-09-17,BTCS Inc,Avalanche,0001436229,,,Sub.,announcement_only,2021-08-18,2021-10-17,4,8-K,,,not_checked,machine_form_and_window_only,
3830602020,2021-11-12,2021-11-12,SEI Investments Co,Novus Partners Inc,0000350894,,,Priv.,announcement_only,2021-10-13,2021-12-12,4,8-K,,,not_checked,machine_form_and_window_only,
3841674040,2021-11-18,2021-11-18,Unisys Corp,Mobinergy Sas,0000746838,,,,announcement_only,2021-10-19,2021-12-18,4,8-K,,,not_checked,machine_form_and_window_only,
3858410020,2022-01-05,2022-01-05,Digerati Technologies Inc,SkyNet Telecom LLC,0001014052,,,Priv.,announcement_only,2021-12-06,2022-02-04,4,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3871384040,2022-02-02,2022-02-02,Xerox Holdings Corp,Powerland Computers Ltd,0001770450,,,,announcement_only,2022-01-03,2022-03-04,4,8-K,,,not_checked,machine_form_and_window_only,
3871833020,2022-02-08,2022-02-08,Digerati Technologies Inc,NextLevel Internet Inc,0001014052,,,Priv.,announcement_only,2022-01-09,2022-03-10,4,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3882163040,2022-03-01,2022-03-01,Verisk Analytics Inc,Opta Info Intelligence Inc,0001442145,,,,announcement_only,2022-01-30,2022-03-31,4,8-K,,,not_checked,machine_form_and_window_only,
3919137020,2022-05-02,2022-05-02,The Carlyle Group Inc,Thresher Ventures Llc,0001527166,,,Priv.,announcement_only,2022-04-02,2022-06-01,4,8-K/A; 8-K,,,not_checked,machine_form_and_window_only,
3920247020,2022-05-03,2022-05-03,Apollo Global Management Inc,Harvest Energy Services LLC,0001858681,,,Priv.,announcement_only,2022-04-03,2022-06-02,4,8-K,,,not_checked,machine_form_and_window_only,
3923067020,2022-05-19,2022-05-19,Fastly Inc,Glitch Inc,0001517413,,,Priv.,announcement_only,2022-04-19,2022-06-18,4,8-K,,,not_checked,machine_form_and_window_only,
3925169020,2022-05-24,2022-05-24,Apptech Payments Corp,Hothand Inc,0001070050,,,Priv.,announcement_only,2022-04-24,2022-06-23,4,8-K,,,not_checked,machine_form_and_window_only,
3959361020,2022-08-05,2022-08-05,Walmart Inc,Volt Systems LLC,0000104169,,,Priv.,announcement_only,2022-07-06,2022-09-04,4,8-K,,,not_checked,machine_form_and_window_only,
3966488020,2022-08-22,2022-08-22,Blackbaud Inc,Kilter Inc,0001280058,,,Priv.,announcement_only,2022-07-23,2022-09-21,4,8-K,,,not_checked,machine_form_and_window_only,
3967872020,2022-08-29,2022-08-29,S&P Global Inc,Private Market Connect LLC,0000064040,,,Priv.,announcement_only,2022-07-30,2022-09-28,4,8-K,,,not_checked,machine_form_and_window_only,
3986288020,2022-10-06,2022-10-06,Light & Wonder Inc,House Advantage LLC,0000750004,,,Priv.,announcement_only,2022-09-06,2022-11-05,4,8-K,,,not_checked,machine_form_and_window_only,
3614604040,2020-07-29,2020-10-01,Clarivate PLC,CPA Global Ltd,0001818201,,"7,069.501",,announcement_only,2020-06-29,2020-10-31,3,8-K,,,not_checked,machine_form_and_window_only,
3787424020,2021-08-19,2021-10-07,Adobe Inc,Frame.io Inc,0000796343,,"1,275.00",Priv.,announcement_only,2021-07-20,2021-11-06,3,8-K,,,not_checked,machine_form_and_window_only,
3770452020,2021-07-12,2021-09-01,Fortive Corp,ServiceChannel.com Inc,0001659166,,"1,200.00",Priv.,announcement_only,2021-06-12,2021-10-01,3,8-K,,,not_checked,machine_form_and_window_only,
3874827020,2022-02-15,2022-03-21,Akamai Technologies Inc,Linode LLC,0001086222,,900.00,Priv.,announcement_only,2022-01-16,2022-04-20,3,8-K,,,not_checked,machine_form_and_window_only,
3727844020,2021-04-13,2021-05-05,Cardlytics Inc,Bridg Inc,0001666071,,650.00,Priv.,announcement_only,2021-03-14,2021-06-04,3,8-K,,,not_checked,machine_form_and_window_only,
3665091020,2021-01-08,2021-02-11,Equifax Inc,Kount Inc,0000033185,,640.00,Priv.,announcement_only,2020-12-09,2021-03-13,3,8-K; 8-K/A,,,not_checked,machine_form_and_window_only,
3808473040,2021-09-29,2021-10-21,Akamai Technologies Inc,Guardicore Ltd,0001086222,,600.00,,announcement_only,2021-08-30,2021-11-20,3,8-K,,,not_checked,machine_form_and_window_only,
3645132020,2020-10-05,2020-11-10,10X Genomics Inc,ReadCoor Inc,0001770787,,350.00,Priv.,announcement_only,2020-09-05,2020-12-10,3,8-K,,,not_checked,machine_form_and_window_only,
3871250040,2022-02-07,2022-02-28,Walker & Dunlop Inc,GeoPhy BV,0001497770,,331.934,,announcement_only,2022-01-08,2022-03-30,3,8-K,,,not_checked,machine_form_and_window_only,
3675354020,2020-12-07,2020-12-30,Mercury Systems Inc,Physical Optics Corp,0001049521,,310.00,Priv.,announcement_only,2020-11-07,2021-01-29,3,8-K,,,not_checked,machine_form_and_window_only,
3765944040,2021-06-29,2021-07-19,JFrog Ltd,Vdoo Connected Trust Ltd,0001800667,,294.821,,announcement_only,2021-05-30,2021-08-18,3,8-K,,,not_checked,machine_form_and_window_only,
3703824020,2021-03-01,2021-03-09,Cardlytics Inc,Dosh Holdings Inc,0001666071,,275.00,Priv.,announcement_only,2021-01-30,2021-04-08,3,8-K,,,not_checked,machine_form_and_window_only,
3740918040,2021-05-13,2021-05-13,Vertex Inc,Taxamo Group AS,0001806837,,241.38,,announcement_only,2021-04-13,2021-06-12,3,8-K,,,not_checked,machine_form_and_window_only,
3667802040,2020-11-17,2020-11-24,Autodesk Inc,Spacemaker As,0000769397,,240.00,,announcement_only,2020-10-18,2020-12-24,3,8-K,,,not_checked,machine_form_and_window_only,
3867902020,2022-01-26,2022-01-26,Blackline Inc,FourQ Systems Inc,0001666134,,240.00,Priv.,announcement_only,2021-12-27,2022-02-25,3,8-K,,,not_checked,machine_form_and_window_only,
3736825020,2021-05-04,2021-05-04,AMETEK Inc,NSI-MI Technologies LLC,0001037868,,230.00,Sub.,announcement_only,2021-04-04,2021-06-03,3,8-K,,,not_checked,machine_form_and_window_only,
3868567020,2021-12-29,2021-12-29,CACI International Inc,ID Technologies LLC,0000016058,,225.00,Sub.,announcement_only,2021-11-29,2022-01-28,3,8-K,,,not_checked,machine_form_and_window_only,
3958047020,2022-08-03,2022-08-03,BorgWarner Inc,Rhombus Energy Solutions Inc,0000908255,,185.00,Priv.,announcement_only,2022-07-04,2022-09-02,3,8-K,,,not_checked,machine_form_and_window_only,
3917607020,2022-05-09,2022-07-20,Concentrix Corp,ServiceSource Intl Inc,0001803599,,163.42,Public,announcement_only,2022-04-09,2022-08-19,3,8-K,,,not_checked,machine_form_and_window_only,
3799280020,2021-09-13,2021-10-01,Tenable Holdings Inc,Accurics Inc,0001660280,,160.00,Priv.,announcement_only,2021-08-14,2021-10-31,3,8-K,,,not_checked,machine_form_and_window_only,
3714169020,2021-02-16,2021-03-02,Palo Alto Networks Inc,Bridgecrew Inc,0001327567,,156.00,Priv.,announcement_only,2021-01-17,2021-04-01,3,8-K,,,not_checked,machine_form_and_window_only,
3567824020,2020-04-24,2020-05-01,Rapid7 Inc,Divvy Cloud Corp,0001560327,,145.00,Priv.,announcement_only,2020-03-25,2020-05-31,3,8-K,,,not_checked,machine_form_and_window_only,
3787010040,2021-08-18,2021-11-30,EPAM Systems Inc,Emakina Group SA,0001352010,,133.11,,announcement_only,2021-07-19,2021-12-30,3,8-K,,,not_checked,machine_form_and_window_only,
3626914020,2020-08-11,2020-09-01,Health Catalyst Inc,Vitalware LLC,0001636422,,120.00,Priv.,announcement_only,2020-07-12,2020-10-01,3,8-K,,,not_checked,machine_form_and_window_only,
3510982020,2020-02-05,2020-02-05,AMETEK Inc,IntelliPower Inc,0001037868,,115.00,Priv.,announcement_only,2020-01-06,2020-03-06,3,8-K,,,not_checked,machine_form_and_window_only,
3584303020,2020-06-04,2020-06-04,Chegg Inc,Mathway LLC,0001364954,,115.00,Priv.,announcement_only,2020-05-05,2020-07-04,3,8-K,,,not_checked,machine_form_and_window_only,
3698631040,2021-02-10,2021-04-26,Tenable Holdings Inc,Alsid Sas,0001660280,,98.001,,announcement_only,2021-01-11,2021-05-26,3,8-K,,,not_checked,machine_form_and_window_only,
3749750020,2021-06-03,2021-09-01,Tyler Technologies Inc,VendEngine Inc,0000860731,,84.00,Priv.,announcement_only,2021-05-04,2021-10-01,3,8-K,,,not_checked,machine_form_and_window_only,
3508312020,2020-01-10,2020-01-10,Entegris Inc,Sinmat Inc,0001101302,,75.00,Priv.,announcement_only,2019-12-11,2020-02-09,3,8-K,,,not_checked,machine_form_and_window_only,
3760795040,2021-06-22,2021-09-02,AptarGroup Inc,Voluntis SA,0000896622,,59.915,,announcement_only,2021-05-23,2021-10-02,3,8-K,,,not_checked,machine_form_and_window_only,
3702377020,2021-02-23,2021-02-23,AeroVironment Inc,Integrated Systems Group,0001368622,,36.00,Sub.,announcement_only,2021-01-24,2021-03-25,3,8-K,,,not_checked,machine_form_and_window_only,
3680339020,2020-11-17,2020-12-01,PDF Solutions Inc,Cimetrix Inc,0001120914,,35.00,Priv.,announcement_only,2020-10-18,2020-12-31,3,8-K,,,not_checked,machine_form_and_window_only,
3812478020,2021-10-07,2021-10-07,Acacia Research Corp,Printronix LLC,0000934549,,33.00,Sub.,announcement_only,2021-09-07,2021-11-06,3,8-K,,,not_checked,machine_form_and_window_only,
3519064020,2020-02-19,2020-04-01,Five9 Inc,Virtual Observer,0001288847,,32.00,Priv.,announcement_only,2020-01-20,2020-05-01,3,8-K,,,not_checked,machine_form_and_window_only,
3647386020,2020-10-12,2020-10-12,HealthStream Inc,ShiftWizard Inc,0001095565,,32.00,Priv.,announcement_only,2020-09-12,2020-11-11,3,8-K,,,not_checked,machine_form_and_window_only,
