deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,probe_status,agreement_exhibit_types,target_name_hit,cik_confirmation_basis,documents_retrieved,included_passages,source_documents_with_passages,sample_status,sample_reason
3843851020,Xometry Inc,Thomas Publishing LLC,2021-12-08,2021-12-09,291.203,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,25,31,3,modelled,meets the prespecified yield gate
3895329020,Boyd Gaming Corp,Pala Interactive LLC,2022-03-28,2022-11-01,170.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,104,30,2,modelled,meets the prespecified yield gate
3754891020,Franklin Covey Co,Strive Talent Inc,2021-04-26,2021-04-26,,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,22,29,1,below_yield_gate,29 passages from 1 source documents is below the gate (10 passages from 2 documents)
3545651040,Simulations Plus Inc,Lixoft SAS,2020-03-31,2020-04-01,16.499,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,36,28,2,modelled,meets the prespecified yield gate
3871833020,Digerati Technologies Inc,NextLevel Internet Inc,2022-02-08,2022-02-08,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,62,28,4,modelled,meets the prespecified yield gate
3083608020,Rockwell Automation Inc,Plex Systems Inc,2021-06-25,2021-09-01,"2,220.00",Sub.,announcement_only,,not_checked,machine_form_and_window_only,44,26,1,below_yield_gate,26 passages from 1 source documents is below the gate (10 passages from 2 documents)
3774828020,Bill.com Holdings Inc,Invoice2go Inc,2021-07-19,2021-09-01,625.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,89,26,4,modelled,meets the prespecified yield gate
3827627020,CACI International Inc,SA Photonics Inc,2021-11-03,2021-12-16,275.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,27,23,1,below_yield_gate,23 passages from 1 source documents is below the gate (10 passages from 2 documents)
3586998020,BIO-key International Inc,PistolStar Inc,2020-06-10,2020-07-28,2.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,39,22,2,modelled,meets the prespecified yield gate
3857619020,SmartRent Inc,iQuue LLC,2022-01-04,2022-01-04,,Priv.,merger_proxy,,no,machine_form_and_window_only,46,22,1,below_yield_gate,22 passages from 1 source documents is below the gate (10 passages from 2 documents)
3665091020,Equifax Inc,Kount Inc,2021-01-08,2021-02-11,640.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,32,21,1,below_yield_gate,21 passages from 1 source documents is below the gate (10 passages from 2 documents)
3774506020,Vontier Corp,DRB Systems LLC,2021-07-19,2021-09-13,965.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,32,21,2,modelled,meets the prespecified yield gate
3898599020,Advanced Micro Devices Inc,Pensando Systems Inc,2022-04-04,2022-05-26,"1,900.00",Priv.,announcement_only,,not_checked,machine_form_and_window_only,90,21,3,modelled,meets the prespecified yield gate
3915952020,Advanced Drainage Systems Inc,Cultec Inc,2022-05-02,2022-05-02,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,54,21,2,modelled,meets the prespecified yield gate
3521692020,CleanSpark Inc,P2klabs Inc,2020-02-06,2020-02-06,,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,40,20,3,modelled,meets the prespecified yield gate
3681332020,CleanSpark Inc,ATL Data Centers LLC,2020-12-10,2020-12-10,28.083,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,10,20,2,modelled,meets the prespecified yield gate
3703504040,Bentley Systems Inc,E7 Pty Ltd,2021-02-25,2021-02-25,,,announcement_only,,not_checked,machine_form_and_window_only,43,20,2,modelled,meets the prespecified yield gate
3829259020,Quantum-Si Inc,Majelac Technologies LLC,2021-11-09,2021-11-09,,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,22,19,1,below_yield_gate,19 passages from 1 source documents is below the gate (10 passages from 2 documents)
3520113020,Boxlight Corp,MyStemKits Inc,2020-02-06,2020-04-21,.60,Sub.,announcement_only,,not_checked,machine_form_and_window_only,52,17,1,below_yield_gate,17 passages from 1 source documents is below the gate (10 passages from 2 documents)
3723773020,KKR & Co Inc,Therapy Brands Holdings LLC,2021-04-07,2021-05-18,,Sub.,announcement_only,,not_checked,machine_form_and_window_only,115,17,2,modelled,meets the prespecified yield gate
3771128020,ZoomInfo Technologies Inc,AffectLayer Inc,2021-07-13,2021-09-02,575.00,Priv.,merger_proxy,,no,machine_form_and_window_only,71,17,2,modelled,meets the prespecified yield gate
3848260020,HealthEquity Inc,Further Compliance,2021-11-01,2021-11-01,500.00,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,25,17,3,modelled,meets the prespecified yield gate
3972098020,Wesco International Inc,Rahi Systems Inc,2022-09-07,2022-11-01,217.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,177,17,2,modelled,meets the prespecified yield gate
3764857020,Builders FirstSource Inc,WTS Paradigm LLC,2021-06-29,2021-08-17,450.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,79,16,1,below_yield_gate,16 passages from 1 source documents is below the gate (10 passages from 2 documents)
3705355020,EQT AB,Four51 Inc,2021-03-03,2021-04-01,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,29,15,1,below_yield_gate,15 passages from 1 source documents is below the gate (10 passages from 2 documents)
3787010040,EPAM Systems Inc,Emakina Group SA,2021-08-18,2021-11-30,133.11,,announcement_only,,not_checked,machine_form_and_window_only,28,15,1,below_yield_gate,15 passages from 1 source documents is below the gate (10 passages from 2 documents)
3853682040,Opendoor Technologies Inc,Commeasure Pte Ltd,2021-11-05,2021-11-05,,,merger_proxy,,no,machine_form_and_window_only,45,15,2,modelled,meets the prespecified yield gate
3791099020,Advantage Solutions Inc,Strong Analytics Llc,2021-08-26,2021-08-26,,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,29,14,1,below_yield_gate,14 passages from 1 source documents is below the gate (10 passages from 2 documents)
3620234020,Cerberus Cyber Sentinel Corp,Technologyville Inc,2020-05-25,2020-08-11,6.954,Priv.,announcement_only,,not_checked,machine_form_and_window_only,24,13,3,modelled,meets the prespecified yield gate
3719135040,Broadridge Finl Solutions Inc,Itiviti Group Holding AB,2021-03-29,2021-05-12,"2,527.883",,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,186,13,3,modelled,meets the prespecified yield gate
4005412040,NextNav Inc,Nestwave SAS,2022-11-02,2022-11-02,19.30,,merger_proxy,,yes,machine_target_name_in_acquirer_filing,34,13,2,modelled,meets the prespecified yield gate
3848871020,Stem Inc,AlsoEnergy Inc,2021-12-16,2022-02-01,695.00,Priv.,merger_proxy,,no,machine_form_and_window_only,104,11,2,modelled,meets the prespecified yield gate
3887864040,JPMorgan Chase & Co,Global Shares PLC,2022-03-15,2022-08-11,,,merger_proxy,,no,machine_form_and_window_only,2379,11,2,modelled,meets the prespecified yield gate
3898245040,Workiva Inc,Parseport ApS,2022-04-01,2022-04-01,14.878,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,8,11,2,modelled,meets the prespecified yield gate
3770091020,Cerberus Cyber Sentinel Corp,Catapult Acquisition Corp,2021-07-07,2021-08-02,30.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,10,10,1,below_yield_gate,10 passages from 1 source documents is below the gate (10 passages from 2 documents)
3844424020,Iron Mountain Inc,ITRenew Inc,2021-12-10,2022-01-26,725.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,82,10,1,below_yield_gate,10 passages from 1 source documents is below the gate (10 passages from 2 documents)
3891655020,SentinelOne Inc,Attivo Networks Inc,2022-03-15,2022-05-04,529.752,Priv.,announcement_only,,not_checked,machine_form_and_window_only,100,10,2,modelled,meets the prespecified yield gate
3508567020,World Health Energy Holdings,SG 77 Inc,2020-01-27,2020-04-29,38.70,Sub.,agreement_exhibit,EX-2.1,no_distinctive_target_tokens,machine_form_and_window_only,14,9,3,below_yield_gate,9 passages from 3 source documents is below the gate (10 passages from 2 documents)
3750337040,Brady Corp,Magicard Ltd,2021-05-21,2021-05-21,59.594,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,32,9,1,below_yield_gate,9 passages from 1 source documents is below the gate (10 passages from 2 documents)
3786837020,EQT AB,Workforce Logiq,2021-08-17,2021-10-20,,Sub.,merger_proxy,,no,machine_form_and_window_only,79,8,1,below_yield_gate,8 passages from 1 source documents is below the gate (10 passages from 2 documents)
3920247020,Apollo Global Management Inc,Harvest Energy Services LLC,2022-05-03,2022-05-03,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,67,8,1,below_yield_gate,8 passages from 1 source documents is below the gate (10 passages from 2 documents)
3942920020,WM Technology Inc,Eyechronic LLC,2022-01-14,2022-01-14,29.40,Priv.,merger_proxy,,no,machine_form_and_window_only,14,8,1,below_yield_gate,8 passages from 1 source documents is below the gate (10 passages from 2 documents)
3665297040,Citigroup Inc,OilX Ltd,2020-01-24,2020-01-24,,,merger_proxy,,no,machine_form_and_window_only,119,7,2,below_yield_gate,7 passages from 2 source documents is below the gate (10 passages from 2 documents)
3698284020,Zillow Group Inc,Showingtime.Com Inc,2021-02-10,2021-10-01,500.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,114,7,2,below_yield_gate,7 passages from 2 source documents is below the gate (10 passages from 2 documents)
3722763020,Brinks Co,PAI Inc,2021-04-01,2021-04-01,213.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,79,7,1,below_yield_gate,7 passages from 1 source documents is below the gate (10 passages from 2 documents)
3832996020,Bentley Systems Inc,Power Line Systems LLC,2021-11-16,2022-01-31,700.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,53,7,1,below_yield_gate,7 passages from 1 source documents is below the gate (10 passages from 2 documents)
3871813020,Fiserv Inc,Finxact LLC,2022-02-07,2022-04-01,650.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,38,7,1,below_yield_gate,7 passages from 1 source documents is below the gate (10 passages from 2 documents)
3741298020,Twilio Inc,Zipwhip Inc,2021-05-17,2021-07-14,850.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,60,6,2,below_yield_gate,6 passages from 2 source documents is below the gate (10 passages from 2 documents)
3889580020,The Carlyle Group Inc,EverWatch Corp,2022-03-16,2022-10-14,,Sub.,merger_proxy,,no,machine_form_and_window_only,231,6,1,below_yield_gate,6 passages from 1 source documents is below the gate (10 passages from 2 documents)
3929832020,Becton Dickinson & Co,Parata Systems LLC,2022-06-06,2022-07-18,"1,525.00",Sub.,announcement_only,,not_checked,machine_form_and_window_only,33,6,1,below_yield_gate,6 passages from 1 source documents is below the gate (10 passages from 2 documents)
3517988020,Fox Corp,Tubi Inc,2020-03-17,2020-04-20,440.00,Priv.,merger_proxy,,no,machine_form_and_window_only,61,5,2,below_yield_gate,5 passages from 2 source documents is below the gate (10 passages from 2 documents)
3699277020,iHeartMedia Inc,Triton Digital Inc,2021-02-17,2021-03-31,230.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,50,5,1,below_yield_gate,5 passages from 1 source documents is below the gate (10 passages from 2 documents)
3700032040,Workday Inc,Peakon ApS,2021-01-28,2021-03-09,700.00,,announcement_only,,not_checked,machine_form_and_window_only,30,5,1,below_yield_gate,5 passages from 1 source documents is below the gate (10 passages from 2 documents)
3752896020,AMN Healthcare Services Inc,Synzi Holdings Inc,2021-05-06,2021-05-06,42.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,29,5,1,below_yield_gate,5 passages from 1 source documents is below the gate (10 passages from 2 documents)
3851292040,Joby Aviation Inc,Inras Gmbh,2021-12-21,2021-12-21,,,merger_proxy,,no,machine_form_and_window_only,55,5,1,below_yield_gate,5 passages from 1 source documents is below the gate (10 passages from 2 documents)
3510405040,Xerox Holdings Corp,Arena Group Ltd,2020-01-30,2020-01-30,,,announcement_only,,not_checked,machine_form_and_window_only,39,4,2,below_yield_gate,4 passages from 2 source documents is below the gate (10 passages from 2 documents)
3522125040,Align Technology Inc,exocad GmbH,2020-03-04,2020-04-02,420.03,,announcement_only,,not_checked,machine_form_and_window_only,33,4,1,below_yield_gate,4 passages from 1 source documents is below the gate (10 passages from 2 documents)
3646630020,Twilio Inc,Segment.io Inc,2020-10-12,2020-11-02,"3,200.00",Priv.,announcement_only,,not_checked,machine_form_and_window_only,29,4,1,below_yield_gate,4 passages from 1 source documents is below the gate (10 passages from 2 documents)
3676252020,Citigroup Inc,Acima Credit LLC,2020-12-20,2021-02-17,"1,653.376",Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,243,4,3,below_yield_gate,4 passages from 3 source documents is below the gate (10 passages from 2 documents)
3696120020,Nelnet Inc,Catholic Faith Technologies,2021-01-26,2021-01-26,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,52,4,1,below_yield_gate,4 passages from 1 source documents is below the gate (10 passages from 2 documents)
3701044040,Verizon Communications Inc,Incubed IT GmbH,2021-02-15,2021-05-21,,,merger_proxy,,no,machine_form_and_window_only,107,4,2,below_yield_gate,4 passages from 2 source documents is below the gate (10 passages from 2 documents)
3722325020,Graham Holdings Co,Leaf Group Ltd,2021-04-05,2021-06-14,321.278,Public,announcement_only,,not_checked,machine_form_and_window_only,33,4,2,below_yield_gate,4 passages from 2 source documents is below the gate (10 passages from 2 documents)
3839598020,Mercury Systems Inc,Atlanta Micro Inc,2021-11-29,2021-11-29,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,147,4,2,below_yield_gate,4 passages from 2 source documents is below the gate (10 passages from 2 documents)
3947466040,IBM Corp,Databand.ai Ltd,2022-07-06,2022-07-06,,,merger_proxy,,no,machine_form_and_window_only,82,4,1,below_yield_gate,4 passages from 1 source documents is below the gate (10 passages from 2 documents)
3974142040,AvePoint Inc,tyGraph Ltd,2022-09-13,2022-09-13,,,merger_proxy,,no,machine_form_and_window_only,8,4,1,below_yield_gate,4 passages from 1 source documents is below the gate (10 passages from 2 documents)
3991430020,Crexendo Inc,Allegiant Networks LLC,2022-10-21,2022-11-01,9.328,Priv.,merger_proxy,,no,machine_form_and_window_only,35,4,2,below_yield_gate,4 passages from 2 source documents is below the gate (10 passages from 2 documents)
3560444020,MVB Financial Corp,Paladin Group Inc,2020-04-17,2020-04-17,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,217,3,2,below_yield_gate,3 passages from 2 source documents is below the gate (10 passages from 2 documents)
3645132020,10X Genomics Inc,ReadCoor Inc,2020-10-05,2020-11-10,350.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,29,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3647386020,HealthStream Inc,ShiftWizard Inc,2020-10-12,2020-10-12,32.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,23,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3683511020,UnitedHealth Group Inc,Change Healthcare Inc,2021-01-06,2022-10-03,"8,712.514",Public,announcement_only,,not_checked,machine_form_and_window_only,277,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3689744020,IBM Corp,StackRox Inc,2021-01-07,2021-02-22,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,110,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3812478020,Acacia Research Corp,Printronix LLC,2021-10-07,2021-10-07,33.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,15,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3830602020,SEI Investments Co,Novus Partners Inc,2021-11-12,2021-11-12,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,71,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3857367020,Omnicell Inc,MarkeTouch Media LLC,2021-12-31,2021-12-31,82.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,48,3,1,below_yield_gate,3 passages from 1 source documents is below the gate (10 passages from 2 documents)
3307784020,HP Inc,Plantronics Inc,2022-03-28,2022-08-29,"1,909.10",Public,announcement_only,,not_checked,machine_form_and_window_only,128,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3520778020,Smith Micro Software Inc,Circle Media Labs-Assets,2020-02-13,2020-02-13,,Sub.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,9,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3590925020,iQSTEL Inc,itsBchain LLC,2020-02-24,2020-02-24,,Priv.,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,54,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3593724020,Tandem Diabetes Care Inc,Sugarmate Inc,2020-06-24,2020-06-24,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,54,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3614604040,Clarivate PLC,CPA Global Ltd,2020-07-29,2020-10-01,"7,069.501",,announcement_only,,not_checked,machine_form_and_window_only,18,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3626914020,Health Catalyst Inc,Vitalware LLC,2020-08-11,2020-09-01,120.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,16,2,2,below_yield_gate,2 passages from 2 source documents is below the gate (10 passages from 2 documents)
3628930020,CleanSpark Inc,GridFabric LLC,2020-08-31,2020-08-31,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,13,2,2,below_yield_gate,2 passages from 2 source documents is below the gate (10 passages from 2 documents)
3659168020,ShotSpotter Inc,Leeds LLC,2020-11-09,2020-11-24,22.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,27,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3659942020,Palo Alto Networks Inc,Expanse Inc,2020-11-11,2020-12-15,800.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,51,2,2,below_yield_gate,2 passages from 2 source documents is below the gate (10 passages from 2 documents)
3702377020,AeroVironment Inc,Integrated Systems Group,2021-02-23,2021-02-23,36.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,48,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3718314020,News Corp,Investor's Business Daily Inc,2021-03-25,2021-05-05,275.00,Sub.,announcement_only,,not_checked,machine_form_and_window_only,64,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3751041020,Blackstone Group Inc,QTS Realty Trust Inc,2021-06-07,2021-08-31,"10,000.00",Public,announcement_only,,not_checked,machine_form_and_window_only,55,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3754253020,Unisys Corp,Unify Square Inc,2021-06-03,2021-06-03,152.50,Priv.,announcement_only,,not_checked,machine_form_and_window_only,32,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3782956020,Equifax Inc,Appriss Insights LLC,2021-08-10,2021-09-30,"1,825.00",Sub.,announcement_only,,not_checked,machine_form_and_window_only,35,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
3808473040,Akamai Technologies Inc,Guardicore Ltd,2021-09-29,2021-10-21,600.00,,announcement_only,,not_checked,machine_form_and_window_only,20,2,1,below_yield_gate,2 passages from 1 source documents is below the gate (10 passages from 2 documents)
2647141020,Microsoft Corp,Nuance Communications Inc,2021-04-12,2022-03-04,"16,351.497",Public,announcement_only,,not_checked,machine_form_and_window_only,140,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3510982020,AMETEK Inc,IntelliPower Inc,2020-02-05,2020-02-05,115.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,30,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3571964020,Microsoft Corp,CyberX Inc,2020-05-05,2020-06-22,,Priv.,merger_proxy,,no,machine_form_and_window_only,98,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3584303020,Chegg Inc,Mathway LLC,2020-06-04,2020-06-04,115.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,27,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3637667020,Microsoft Corp,ZeniMax Media Inc,2020-09-21,2021-03-09,"7,500.00",Priv.,merger_proxy,,no,machine_form_and_window_only,85,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3654636020,Assurant Inc,HYLA Inc,2020-10-28,2020-12-01,325.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,50,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3709776040,Bentley Systems Inc,Seequent Ltd,2021-03-12,2021-06-17,"1,040.733",,announcement_only,,not_checked,machine_form_and_window_only,68,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3758688020,ZoomInfo Technologies Inc,Insent Inc,2021-06-08,2021-06-08,,Priv.,merger_proxy,,no,machine_form_and_window_only,10,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3765944040,JFrog Ltd,Vdoo Connected Trust Ltd,2021-06-29,2021-07-19,294.821,,announcement_only,,not_checked,machine_form_and_window_only,21,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3766435040,Hewlett Packard Enterprise Co,Zerto Ltd,2021-07-01,2021-09-01,374.00,,announcement_only,,not_checked,machine_form_and_window_only,32,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3776705020,Omnicell Inc,FDS Inc,2021-07-26,2021-09-09,177.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,41,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3867902020,Blackline Inc,FourQ Systems Inc,2022-01-26,2022-01-26,240.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,22,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3888463040,Zebra Technologies Corp,Matrox Electronic Systems Ltd,2022-03-15,2022-06-06,875.00,,announcement_only,,not_checked,machine_form_and_window_only,42,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3894563020,Ondas Holdings Inc,Ardenna Inc,2022-03-21,2022-04-06,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,77,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3986288020,Light & Wonder Inc,House Advantage LLC,2022-10-06,2022-10-06,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,32,1,1,below_yield_gate,1 passages from 1 source documents is below the gate (10 passages from 2 documents)
3500925040,Hilan Ltd,CassaCloud Sro,2020-01-08,2020-01-08,,,announcement_only,,not_checked,machine_form_and_window_only,81,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3502353020,Equinix Inc,Packet Host Inc,2020-01-14,2020-03-02,336.60,Priv.,announcement_only,,not_checked,machine_form_and_window_only,61,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3502366020,Goldman Sachs Group Inc,Aptos Inc,2020-01-13,2020-03-09,,Sub.,merger_proxy,,no,machine_form_and_window_only,365,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3506852040,Broadridge Finl Solutions Inc,Fundslibrary Ltd,2020-01-21,2020-03-02,,,announcement_only,,not_checked,machine_form_and_window_only,145,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3508312020,Entegris Inc,Sinmat Inc,2020-01-10,2020-01-10,75.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,54,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3509141040,Qorvo Inc,Decawave Ltd,2020-01-30,2020-02-24,,,announcement_only,,not_checked,machine_form_and_window_only,44,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3510168020,Qorvo Inc,Custom MMIC Design Services,2020-01-29,2020-02-19,105.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,44,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3511923020,Upland Software Inc,Char Software Inc,2020-02-07,2020-02-07,67.70,Priv.,announcement_only,,not_checked,machine_form_and_window_only,36,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3512784020,Dell Technologies Inc,Nyansa Inc,2020-01-21,2020-02-04,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,33,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3516444020,KKR & Co Inc,Transphorm Inc,2020-01-29,2020-02-12,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,40,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3517025040,Rockwell Automation Inc,Asem SpA,2020-02-19,2020-05-04,,,announcement_only,,not_checked,machine_form_and_window_only,52,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3519064020,Five9 Inc,Virtual Observer,2020-02-19,2020-04-01,32.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,26,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3520676020,KKR & Co Inc,Compuware Corp,2020-03-02,2020-06-01,,Sub.,announcement_only,,not_checked,machine_form_and_window_only,67,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3528453020,HealthStream Inc,HCT2 Co,2020-03-09,2020-03-09,25.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,24,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3549838020,AT&T Inc,Canopy Crest Corp,2020-04-07,2020-04-07,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,43,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3550495020,Zoetis Inc,Performance Livestock,2020-04-08,2020-04-08,,Priv.,merger_proxy,,yes,machine_target_name_in_acquirer_filing,13,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3558349020,Verizon Communications Inc,Blue Jeans Network Inc,2020-04-16,2020-05-18,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,59,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3571467020,SS&C Technologies Holdings Inc,Innovest Systems LLC,2020-04-30,2020-05-18,120.00,Priv.,announcement_only,,not_checked,machine_form_and_window_only,58,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3571601020,Cognizant Technology Solutions,Collaborative Solutions LLC,2020-05-05,2020-06-10,,Priv.,announcement_only,,not_checked,machine_form_and_window_only,58,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3573821040,iQSTEL Inc,IoT Labs MX SAPI,2020-05-11,2020-05-11,.55,,agreement_exhibit,EX-2.1,yes,machine_target_name_in_acquirer_filing,216,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3575764040,Microsoft Corp,Metaswitch Networks Ltd,2020-05-14,2020-07-15,,,merger_proxy,,no,machine_form_and_window_only,106,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3579765040,Microsoft Corp,Softomotive Ltd,2020-05-19,2020-05-19,,,merger_proxy,,no,machine_form_and_window_only,68,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
3580165020,Expeditors International of WA,Fleet Logistics Inc-Digital,2020-05-26,2020-05-26,,Sub.,announcement_only,,not_checked,machine_form_and_window_only,28,0,0,zero_yield_reported_not_modelled,documents retrieved but no passage passed the employee screen
