deal_id,acquirer_name,target_name,announcement_date,effective_date,transaction_value_mil,target_public_status,included_passages,documents_retrieved,topic_1_share,topic_2_share,topic_3_share,dominant_topic,dominant_topic_label,dominant_share,dominant_margin,concentration_hhi,theme_profile,ai_label,talent_join_language,talent_acquihire_explicit,talent_license_and_hire_explicit
3919146020,Hagerty Inc,Speed Digital LLC,2022-04-14,2022-04-14,,Priv.,79,126,0.672099,0.172561,0.155340,topic_1,executive_and_officer,0.672099,0.499538,0.505625,executive_and_officer,none,yes,no,no
3931132020,ICF International Inc,SemanticBits LLC,2022-06-08,2022-07-13,220.00,Priv.,82,185,0.323649,0.598150,0.078201,topic_2,benefit_plans_and_retirement,0.598150,0.274501,0.468647,benefit_plans_and_retirement,none,no,no,no
3937405020,Shutterstock Inc,Splash News,2022-05-31,2022-05-31,,Sub.,78,42,0.276879,0.332904,0.390217,topic_3,stock_and_equity_awards,0.390217,0.057313,0.339756,mixed,none,no,no,no
3941653020,Quantum Computing Inc,QPhoton Inc,2022-05-23,2022-06-16,8.703,Priv.,83,29,0.523263,0.310831,0.165906,topic_1,executive_and_officer,0.523263,0.212433,0.397945,executive_and_officer,ai_explicit,yes,no,no
3947420020,Titan Machinery Inc,Heartland AG Systems Inc,2022-07-11,2022-08-01,95.50,Priv.,79,255,0.325161,0.552050,0.122789,topic_2,benefit_plans_and_retirement,0.552050,0.226890,0.425566,benefit_plans_and_retirement,none,no,no,no
3948517040,Unity Software Inc,Ironsource Ltd,2022-07-13,2022-11-07,"4,422.114",,277,200,0.295144,0.338904,0.365953,topic_3,stock_and_equity_awards,0.365953,0.027049,0.335887,mixed,none,yes,no,no
3953332040,Intercontinental Exchange Inc,Engaged Trckng (Et) Index Ltd,2022-07-21,2022-07-21,,,135,49,0.391317,0.210076,0.398607,topic_3,stock_and_equity_awards,0.398607,0.007290,0.356149,mixed,none,no,no,no
3958349020,Roper Technologies Inc,TIP Technologies Inc,2022-07-14,2022-09-26,,Priv.,38,58,0.384913,0.495859,0.119228,topic_2,benefit_plans_and_retirement,0.495859,0.110946,0.408249,benefit_plans_and_retirement,none,no,no,no
3964089020,ABM Industries Inc,RavenVolt Inc,2022-08-18,2022-09-01,450.00,Priv.,79,19,0.273311,0.473200,0.253489,topic_2,benefit_plans_and_retirement,0.473200,0.199889,0.362874,benefit_plans_and_retirement,none,no,no,no
3969906020,Ginkgo Bioworks Holdings Inc,Baktus Inc-Epidemiological,2022-08-19,2022-08-19,,Sub.,476,227,0.338899,0.178070,0.483031,topic_3,stock_and_equity_awards,0.483031,0.144132,0.379880,stock_and_equity_awards,none,yes,no,no
3969983020,AstroNova Inc,Astro Machine Corp,2022-08-09,2022-08-09,17.125,Priv.,48,33,0.249678,0.690243,0.060079,topic_2,benefit_plans_and_retirement,0.690243,0.440565,0.542384,benefit_plans_and_retirement,none,no,no,no
3972098020,Wesco International Inc,Rahi Systems Inc,2022-09-07,2022-11-01,217.00,Priv.,17,177,0.238257,0.691685,0.070058,topic_2,benefit_plans_and_retirement,0.691685,0.453428,0.540102,benefit_plans_and_retirement,none,yes,yes,no
3973484020,Glimpse Group Inc,Brightline Interactive LLC,2022-05-26,2022-08-02,32.50,Priv.,58,65,0.650758,0.213164,0.136078,topic_1,executive_and_officer,0.650758,0.437593,0.487442,executive_and_officer,none,yes,no,no
3974497020,Lantronix Inc,Uplogix Inc,2022-09-12,2022-09-12,12.00,Priv.,42,33,0.347462,0.519573,0.132966,topic_2,benefit_plans_and_retirement,0.519573,0.172111,0.408365,benefit_plans_and_retirement,none,no,no,no
3976265040,DigitalOcean Holdings Inc,Cloudways Ltd,2022-08-23,2022-09-08,350.00,,80,24,0.349450,0.491051,0.159499,topic_2,benefit_plans_and_retirement,0.491051,0.141601,0.388686,benefit_plans_and_retirement,none,yes,no,no
3988539020,PLAYSTUDIOS Inc,Brainium Studios LLC,2022-10-13,2022-10-13,97.25,Priv.,49,31,0.334964,0.573629,0.091408,topic_2,benefit_plans_and_retirement,0.573629,0.238665,0.449606,benefit_plans_and_retirement,none,yes,no,no
4005412040,NextNav Inc,Nestwave SAS,2022-11-02,2022-11-02,19.30,,13,34,0.681343,0.012835,0.305822,topic_1,executive_and_officer,0.681343,0.375522,0.557920,executive_and_officer,none,yes,no,no
